"Department","Department_Name","Division","Gender","Base Salary","Overtime Pay","Longevity Pay","Grade"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$67,684","$26,074.75",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$67,684","$56,667.6",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$63,684","$44,195.76",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$67,684","$18,962.33",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$59,184","$19,709.64",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$63,684","$15,311.56",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$45,634.78","$1,669.97",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$67,684","$12,799.53",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$59,184","$14,228.95",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$45,634.8","$271.88",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$59,184","$8,392.21",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$63,684","$15,078.79",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$63,684","$1,064.33",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$59,184","$2,139.91",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$63,684","$15,729.82",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$59,184","$12,287.52",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,684","$6,815.27",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$12,143.54",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$3,692.61",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$55,184","$25,037.71",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$59,184","$15,038.67",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$59,184","$12,826.95",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$59,184","$16,877.81",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$55,184","$15,219",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$59,184","$21,845.97",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$51,000","$12,826.65",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$55,184","$23,419.75",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$55,184","$34,157.28",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$8,979.2",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$55,184","$28,697.39",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$59,184","$18,393.93",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$2,836",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$3,655.99",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$5,085.39",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$3,882.25",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$1,424.64",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,684","$6,965.25",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,684","$4,990.9",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$3,640.49",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$5,034.21",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$3,794.83",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,684","$3,397.71",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,684","$6,832.77",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$4,607.35",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$4,929.14",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,684","$4,632.27",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$3,729.12",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,684","$2,097.07",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$1,971.42",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$2,266.85",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$845.02",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$2,006.85",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$86,184","$15,966.93",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$46,816.21","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$24,241.9","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$31,537.89",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$86,184","$16,461.48",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$14,842.25",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$24,840.59",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$86,184","$772.82",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$17,931.63",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$15,287.76",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$19,143.03",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$74,614","$52.6",,"16"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$35,229.05",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$67,684","$8,954.46",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$67,684","$19,137.15",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$67,684","$23,387.17",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$67,684","$8,765.77",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$8,149.7",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$11,060.99",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$11,761.89",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$67,684","$35,399.63",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,684","$2,513.86",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$26,096.24",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$70,684","$16,840.34",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$67,684","$9,942.81",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$67,684","$45,779.4",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$88,065.68","$12,567.01",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$67,684","$9,849.38",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$6,782.69",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$20,846.94",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$73,684","$15,621.78",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$52,367.1","$125.03",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$12,053.85",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$11,762.44",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$14,163.86",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$73,684","$11,937.61",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$27,701.34",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$11,376.81",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$82,684","$29,976.29",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$15,683.12",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$82,684","$37,770.51",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$12,538.78",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$9,794.33",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$73,684","$18,203.4",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$73,684","$36,805.93",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$52,684","$2,653.69",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$7,635.69",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$27,325.16",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$24,088.29",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$4,035.74",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$70,684","$65,053.1",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,184","$19,100.04",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$19,397.14",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$7,296.97",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$93,895","$15,408.07",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$4,021.69",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$29,769.7",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$55,184","$20,072.11",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$19,623.88",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$73,684","$39,229.86",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$1,569.76",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$76,684","$64,486.02",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$76,684","$9,901.82",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$2,156.93",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$3,698.98",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$8,021.1",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$75,684","$25,658.69",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$13,853.42",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$83,684","$47,471.51",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$19,935.47",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,000","$684.73","581.11","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$11,999.09",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$76,684","$22,904.01",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$43,437.92","1,131.68","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$64,062.41",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$77,684","$63,796.13",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$22,027.28","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$5,993.04",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$10,229.82","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$5,048.74","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$79,684","$47,559.67","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$7,384.93",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$13,001.7",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$93,895","$23,039.13",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$77,684","$42,695",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$10,767.15","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$8,536.08",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$77,684","$13,354.12",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$79,684","$28,840.56","1,297.12","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$77,684","$10,409.83",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$80,684","$11,822.48","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$79,684","$17,923.33","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$2,649.9",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$85,615","$8,994.98",,"19"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$93,895","$34,906.64",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$73,684","$6,239.08",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$35,510.77",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$13,975.32",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$36,298.6",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$24,264.03",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$76,684","$10,974.29",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$8,487.48",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$17,715.43",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$12,932.22",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$15,145.37",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$12,377.56",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$47,884.12",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$83,684","$51,628.28",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$83,684","$36,481.76",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$13,841.07","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$20,320.37",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$9,315.69",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$12,031.33",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$14,740.08",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,684","$31,931.9","970.64","T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$124,372.68",,,"M3"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$76,684","$7,138.41",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$76,684","$2,383.04",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$106,665.9",,,"N25"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$16,992.85","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$69,604","$5,353.49","1,035.47","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$80,684","$27,150.99","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$17,886.56","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$86,184","$23,296.98",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$86,184","$42,712.81",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$13,889.27","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$76,684","$14,602.4",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$36,624.95",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$10,109.31","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$5,548.42",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$54,418",,,"9"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$93,895","$7,066.49",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$20,502.15",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$9,071.82","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$8,161.88","683.88","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$41,915.17","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$79,684","$23,031.94","1,297.12","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$11,943.18","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$52,056.21",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","F","$77,684","$3,788.8",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$22,845.01",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$30,264.9",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$86,684","$1,286.49","970.64","T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$13,565.25",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$89,684","$336.37","1,969.44","T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$86,684","$26,656.72","970.64","T2"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$8,621.5",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$17,123.07","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$80,684","$19,872","1,793.44","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$18,553.5","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$79,684","$12,233.77","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$13,665.71",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$58,272.36",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$7,216.47",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$93,895","$14,889.53",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$50,413.32",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$10,096.41",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$75,684","$20,171.6",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$32,304.45",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$77,684","$9,360.56",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$11,651.87","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$78,684","$15,464.99","818.4","T1"
"DOT","Department of Transportation","DOT 50 Transit Services Information Technology","F","$130,167",,,"N28"
"DOT","Department of Transportation","DOT 50 Transit Services Information Technology","M","$103,034",,,"23"
"DOT","Department of Transportation","DOT 50 Transit Services Information Technology","M","$101,895.65","$2,949.91",,"N23"
"DOT","Department of Transportation","DOT 50 Transit Services Information Technology","M","$118,509",,,"26"
"DOT","Department of Transportation","DOT 50 Transit Services","F","$65,109","$1,160.73","1,931.2","13"
"DOT","Department of Transportation","DOT 50 Transit Services","F","$64,606.83","$186.4",,"16"
"DOT","Department of Transportation","DOT 50 Transit Services","M","$191,726",,,"M1"
"DOT","Department of Transportation","DOT 50 Transit Services","F","$78,103",,,"N17"
"DOT","Department of Transportation","DOT 50 Transit Services","F","$61,558.24",,,"13"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$67,206.69","$5,268.14",,"N19"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$93,895","$10,393.2",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$67,268.75","$12,573.48",,"N19"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","F","$67,206.69","$9,675.81",,"N19"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$86,381.68",,,"N21"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$63,366.92",,,"N19"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$85,615","$10,759.05",,"N19"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$70,101.28","$1,447.27",,"N19"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","F","$100,088.48","$14,038.74",,"N23"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$141,980.87",,,"M3"
"DOT","Department of Transportation","DOT 50 Transit Operations and Planning","F","$113,091",,,"25"
"DOT","Department of Transportation","DOT 50 Transit Operations and Planning","M","$60,645.31",,,"16"
"DOT","Department of Transportation","DOT 50 Transit Operations and Planning","M","$50,468.51",,,"8"
"DOT","Department of Transportation","DOT 50 Transit Operations and Planning","M","$62,647.96","$602.65",,"16"
"DOT","Department of Transportation","DOT 50 Transit Operations and Planning","F","$71,150.41",,,"N21"
"DOT","Department of Transportation","DOT 50 Transit Operations and Planning","M","$74,614","$7,626.06","4,497.76","16"
"DOT","Department of Transportation","DOT 50 Transit Operations and Planning","M","$148,607",,,"M3"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$63,684","$35,802.77",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$78,684","$52,340.29","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$3,887.47",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$18,753.01",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$86,184","$54,321.06",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$13,735.4",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$8,457.3",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$93,895","$7,984.2",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$86,184","$26,600.79",,"T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$77,684","$9,067.03",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$12,709.47",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$87,184","$9,174.73","970.64","T2"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$78,684","$20,734.2",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$78,684","$18,246.59","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$93,895","$1,814.34",,"N21"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$33,135.41",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$78,684","$8,909.45",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$79,684","$21,928.24","883.52","T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$4,018.13",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$77,684","$9,463.2",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$59,184","$7,248.83",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$75,684","$6,748.97",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$77,684","$8,285.66",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$77,684","$8,393.02",,"T1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$77,684","$12,652.49",,"T1"
